"inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
0,0,1,2,33,10,0,0,2840,38,12,2.7408,8009,0.7815,7,7,14,0,2,8.009,NA,4
0,0,0,0,54,7,0,0,2250,52,11,4.4444,10040,0.7515,0,0,3,1,20,10.04,NA,400
0,0,1,1,36,12,0,0,2746,37,12,5.8267,16700,0.7215,12,12,7.5,1,5,16.7,NA,25
0,0,0,1,50,10,0,0,2300,60,8,2.3478,8400,0.7815,12,7,3,0,10,8.4,NA,100
0,0,0,0,54,8,0,0,2860,49,8,4.4755,13000,0.7215,0,0,3,0,20,13,NA,400
0,0,0,1,48,11,0,0,1765,49,12,8.4986,17970,0.7215,7,7,7.5,1,10,17.97,NA,100
0,0,0,4,41,15,0,0,2520,42,16,7.1825,18450,0.7215,14,17,5,0,8,18.45,NA,64
0,0,0,4,50,12,0,0,2208,53,12,10.87,31000,0.6615,12,7,14,1,11,31,NA,121
0,0,0,2,46,12,0,0,2119,51,8,7.1222,24135,0.7215,10,7,7.5,1,3,24.135,NA,9
0,0,0,1,42,13,0,0,2580,47,17,10.6592,31700,0.5815,12,12,7.5,0,6,31.7,NA,36
0,0,1,2,31,9,0,0,1984,34,12,3.2762,10190,0.7915,3,3,14,0,4,10.19,NA,16
0,0,0,0,53,12,0,0,1880,58,8,7.7521,21574,0.7215,10,10,14,0,4,21.574,NA,16
0,0,0,1,51,12,0,0,2185,57,12,11.945,26680,0.6215,3,3,7.5,1,9,26.68,NA,81
0,0,0,1,47,12,0,0,2080,57,12,4.6154,17700,0.7515,7,9,11,1,10,17.7,NA,100
0,0,0,1,50,12,0,0,1920,50,12,13.021,29400,0.6215,12,12,14,1,3,29.4,NA,9
0,0,0,1,37,6,0,0,3000,52,5,2.6667,22159,0.7515,7,7,7.5,0,2,22.159,NA,4
0,0,2,2,30,12,0,0,2100,31,12,8.8333,35000,0.5815,12,12,11,0,2,35,NA,4
0,0,0,0,49,12,0,0,1690,39,12,2.3669,8630,0.7915,16,16,5,1,0,8.63,NA,0
0,0,0,2,52,12,0,0,2600,49,16,5,17080,0.7515,7,0,14,1,8,17.08,NA,64
0,0,0,2,47,12,0,0,1984,49,16,7.4597,32500,0.7215,10,7,14,1,6,32.5,NA,36
0,0,0,0,49,12,0,0,2064,53,12,7.7519,16000,0.7215,7,7,11,1,15,16,NA,225
0,0,0,4,44,12,0,0,2553,31,16,5.4054,18850,0.7515,12,10,14,1,15,18.85,NA,225
0,0,0,0,53,8,0,0,2776,59,9,6.1239,17500,0.6915,9,9,9.5,1,9,17.5,NA,81
0,0,1,0,30,12,0,0,2315,31,13,8.3369,19392,0.6915,7,12,14,0,8,19.392,NA,64
0,0,0,2,54,12,0,0,1880,55,12,7.1277,14450,0.7215,7,10,7.5,1,18,14.45,NA,324
0,0,1,1,47,7,0,0,2160,51,7,6.1204,21800,0.6915,0,0,7.5,1,3,21.8,NA,9
0,0,0,0,56,15,0,0,900,56,12,3.1111,7700,0.7515,7,7,14,1,10,7.7,NA,100
0,0,0,1,49,12,0,0,2467,52,16,12.161,31800,0.5815,7,7,11,0,6,31.8,NA,36
0,0,0,0,48,6,0,0,1820,55,12,5.3846,17258,0.7515,7,7,9.5,1,20,17.258,NA,400
0,0,0,1,49,12,0,0,2223,53,10,3.9838,13399,0.7515,10,12,9.5,0,8,13.399,NA,64
0,0,0,1,56,12,0,0,2142,60,12,7.4697,16073,0.7215,12,16,11,0,3,16.073,NA,9
0,0,0,0,46,12,0,0,1928,46,11,11.411,23260,0.6615,7,7,7.5,1,4,23.26,NA,16
0,0,0,2,45,12,0,0,2783,49,17,12.936,37300,0.5515,12,12,14,1,13,37.3,NA,169
0,0,0,2,32,12,0,0,1960,35,12,5.6122,11000,0.7515,12,7,11,1,4,11,NA,16
0,0,1,1,43,12,0,2.7,1920,41,12,6.8099,13075,0.7515,7,7,14,1,17,13.075,NA,289
0,0,1,1,34,12,0,0,1587,39,12,8.5066,13700,0.7215,7,7,9.5,1,4,13.7,NA,16
0,0,1,1,30,12,0,0,2496,51,10,5.508,25100,0.6615,7,10,5,0,0,25.1,NA,0
0,0,2,0,38,17,0,4.8,2280,39,12,7.2285,18600,0.6915,12,16,5,1,15,18.6,NA,225
0,0,1,1,33,16,0,0,2750,36,17,9.4545,29000,0.6215,16,16,9.5,0,11,29,NA,121
0,0,0,0,52,12,0,0,2115,55,12,8.9835,19237,0.6915,7,7,9.5,1,23,19.237,NA,529
0,0,0,3,43,11,0,0,2590,45,12,5.9846,19855,0.7215,12,14,7.5,1,1,19.855,NA,1
0,0,1,1,33,12,0,0,2372,34,12,3.9629,9450,0.7515,12,7,9.5,0,5,9.45,NA,25
0,0,0,0,45,10,0,0,2295,48,12,7.0575,30000,0.5815,7,7,7.5,0,1,30,NA,1
0,0,2,1,36,10,0,0,2096,38,12,7.1565,15000,0.7215,10,10,14,1,5,15,NA,25
0,0,1,1,34,12,0,0,3315,39,17,4.0145,24701,0.6615,12,12,9.5,1,3,24.701,NA,9
0,0,0,2,37,14,0,0,1777,50,16,3.8829,15900,0.7215,10,14,11,0,3,15.9,NA,9
0,0,0,1,46,10,0,0,1880,51,12,7.9787,16240,0.7215,7,7,11,0,19,16.24,NA,361
0,0,0,0,47,12,0,0,2184,55,10,5.0366,21100,0.7515,12,12,9.5,1,20,21.1,NA,400
0,0,2,1,31,16,0,0,3250,32,16,7.0769,23000,0.6615,12,12,7.5,1,5,23,NA,25
0,0,0,0,57,5,0,0,1520,58,5,3.6184,6340,0.7715,7,7,14,0,0,6.34,NA,0
0,0,1,1,30,12,0,0,3119,30,13,13.466,42250,0.4915,10,10,5,1,3,42.25,NA,9
0,0,0,0,30,12,0,0,640,43,17,14.531,14694,0.7215,12,10,11,1,3,14.694,NA,9
0,0,0,3,44,12,0,0,2250,45,12,6.8,21417,0.7215,12,12,9.5,1,7,21.417,NA,49
0,0,0,0,53,13,0,0,3000,53,13,6.6667,20200,0.6615,7,12,7.5,1,7,20.2,NA,49
0,0,0,0,51,8,0,0,2028,54,8,5.9172,12090,0.7215,7,7,9.5,1,1,12.09,NA,1
0,0,1,3,39,12,0,0,2412,36,14,10.24,24760,0.6615,12,7,5,1,13,24.76,NA,169
0,0,0,0,52,8,0,0,2452,54,12,8.1566,23000,0.6915,7,3,3,0,0,23,NA,0
0,0,0,4,46,8,0,0,2304,50,12,6.6775,19365,0.7215,3,3,11,1,0,19.365,NA,0
0,0,0,5,47,12,0,0,3120,49,12,0.9615,5550,0.9415,7,7,3,0,12,5.55,NA,144
0,0,0,2,52,8,0,0,1670,54,8,16.907,68035,0.4415,7,3,7.5,1,0,68.035,NA,0
0,0,0,2,45,12,0,0,2137,46,15,13.57,29300,0.6215,10,14,7.5,1,5,29.3,NA,25
0,0,0,0,60,11,0,0,2071,52,11,8.9329,18500,0.6915,7,7,7.5,1,45,18.5,NA,2025
0,0,0,2,41,13,0,0,1960,54,7,4.7372,22582,0.7215,17,7,11,0,10,22.582,NA,100
0,0,0,3,39,8,0,0,2068,45,12,8.5106,21500,0.7215,7,7,7.5,1,2,21.5,NA,4
0,0,0,1,49,12,0,0,2190,51,12,5.2511,28070,0.7515,7,7,7.5,0,3,28.07,NA,9
0,0,1,1,32,15,0,0,2295,37,13,21.786,50300,0.4415,12,12,14,1,1,50.3,NA,1
0,0,1,3,33,12,0,0,2970,34,13,7.9125,23500,0.6615,12,12,14,1,5,23.5,NA,25
0,0,0,4,36,10,0,0,2068,37,8,7.1083,15500,0.7515,7,9,14,0,10,15.5,NA,100
0,0,3,3,37,13,0,0,2419,39,14,5.0434,13440,0.7715,7,0,5,0,4,13.44,NA,16
0,0,1,2,30,12,0,0,2150,34,11,2.2442,8100,0.7815,12,12,11,0,7,8.1,NA,49
0,0,1,1,44,11,0,0,1152,37,10,8.5069,9800,0.7515,7,12,9.5,1,9,9.8,NA,81
0,0,0,1,48,12,0,0,2640,49,12,7.5758,20300,0.6915,7,12,5,1,5,20.3,NA,25
0,0,0,4,40,11,0,0,2550,45,11,5.8824,15000,0.7515,7,7,14,1,4,15,NA,16
0,0,0,0,47,13,0,0,1360,49,16,40.441,56100,0.4415,9,9,5,1,11,56.1,NA,121
0,0,0,2,36,12,0,0,2420,40,12,6.2339,22846,0.7215,12,7,5,1,9,22.846,NA,81
0,0,0,2,40,11,0,0,2205,42,14,9.2971,22225,0.6915,7,12,5,1,4,22.225,NA,16
0,0,0,1,46,12,0,0,3268,46,12,0.7038,17635,0.9415,12,7,7.5,1,2,17.635,NA,4
0,0,0,0,52,12,0,0,3672,54,12,2.5425,18500,0.6915,3,12,7.5,0,23,18.5,NA,529
0,0,0,1,44,12,0,0,1800,45,12,5.0833,13390,0.7515,12,12,11,0,3,13.39,NA,9
0,0,0,1,45,10,0,0,1926,46,14,7.6843,15150,0.7215,7,7,7.5,1,15,15.15,NA,225
0,0,2,1,30,7,0,0,1920,35,7,4.0625,16200,0.7815,7,3,7.5,0,8,16.2,NA,64
0,0,1,3,40,12,0,0,2080,44,12,6.5106,33920,0.6615,12,12,14,1,3,33.92,NA,9
0,0,0,1,43,12,0,0,2856,43,12,2.951,14000,0.7215,7,12,7.5,0,25,14,NA,625
0,0,0,2,49,12,0,0,2115,53,10,5.6738,16736,0.7515,12,3,11,1,2,16.736,NA,4
0,0,1,4,46,12,0,3.45,1880,48,12,12.766,30650,0.6615,12,12,11,1,0,30.65,NA,0
0,0,0,0,52,11,0,0,2000,52,12,6,12400,0.7515,7,7,11,0,19,12.4,NA,361
0,0,1,1,31,12,0,0,2044,33,15,9.2955,19022,0.6915,7,10,9.5,1,3,19.022,NA,9
0,0,1,1,42,10,0,0,1677,47,11,5.1324,11203,0.7515,7,7,5,0,7,11.203,NA,49
0,0,0,3,33,11,0,0,2184,38,8,9.0659,19876,0.6915,7,14,7.5,1,1,19.876,NA,1
0,0,0,0,57,16,0,0,3185,57,13,11.931,57000,0.4415,7,12,14,1,9,57,NA,81
0,0,0,0,49,10,0,0,2680,51,10,6.7164,18290,0.6915,10,10,11,1,3,18.29,NA,9
0,0,0,1,45,14,0,0,3615,47,14,4.5851,20220,0.6915,14,12,11,1,8,20.22,NA,64
0,0,0,0,56,11,0,0,2139,56,12,9.2567,22150,0.6915,7,7,14,1,0,22.15,NA,0
0,0,1,3,41,12,0,0,3080,43,12,8.5656,30623,0.6215,10,10,7.5,1,5,30.623,NA,25
0,0,0,0,56,5,0,0,1261,53,6,6.7407,9380,0.7515,3,3,14,1,20,9.38,NA,400
0,0,0,1,48,10,0,0,2227,48,10,9.8788,22000,0.6915,7,7,5,1,3,22,NA,9
0,0,0,2,52,16,0,0,1920,53,16,9.375,23675,0.6615,12,10,7.5,1,12,23.675,NA,144
0,0,0,0,51,12,0,0,2350,55,12,6.277,33671,0.7215,7,7,14,1,5,33.671,NA,25
0,0,0,3,35,11,0,0,1785,39,10,6.4241,12367,0.7515,7,7,7.5,0,1,12.367,NA,1
0,0,0,0,45,12,0,0,2598,51,12,8.3718,21950,0.6615,7,7,5,0,0,21.95,NA,0
0,0,0,0,54,12,0,0,2455,58,17,12.22,32000,0.5815,7,7,9.5,1,7,32,NA,49
0,0,0,2,54,12,0,0,2450,54,13,3.5612,22610,0.7215,10,10,9.5,1,13,22.61,NA,169
0,0,1,0,31,12,0,0,1218,32,8,8.867,12092,0.7515,7,7,3,0,3,12.092,NA,9
0,0,0,3,53,6,0,0,2040,54,4,1.8515,3777,0.9415,7,7,11,0,0,3.777,NA,0
0,0,2,2,35,14,0,0,2600,34,14,8.0769,36000,0.5515,16,14,3,0,2,36,NA,4
0,0,1,3,36,12,0,0,2450,40,16,8.9796,26900,0.6615,12,16,7.5,0,0,26.9,NA,0
0,0,0,0,59,12,0,0,2717,60,12,6.6618,32242,0.6615,7,7,11,1,2,32.242,NA,4
0,0,0,0,54,16,0,0,2701,54,17,11.107,35020,0.5815,16,17,5,1,1,35.02,NA,1
0,0,1,1,37,12,0,0,2600,47,17,14.077,37600,0.5515,7,7,9,1,10,37.6,NA,100
0,0,0,0,44,12,0,0,3640,54,10,0.4121,1500,0.9415,7,7,7.5,1,10,1.5,NA,100
0,0,1,2,34,17,0,0,2940,40,16,23.81,96000,0.4415,12,12,5,1,1,96,NA,1
0,0,0,0,49,12,0,0,1880,50,12,9.5745,18150,0.6915,7,7,11,0,3,18.15,NA,9
0,0,0,0,49,12,0,0,3500,51,12,1.9286,15500,0.7215,7,7,3,0,32,15.5,NA,1024
0,0,0,0,60,9,0,0,3320,60,8,2.5783,14000,0.7215,7,7,3,0,0,14,NA,0
0,0,0,0,51,12,0,0,1605,55,12,7.2274,14756,0.7215,7,7,7.5,1,7,14.756,NA,49
0,0,1,1,30,12,0,0,2500,30,14,8.8,22000,0.6615,12,10,5,1,5,22,NA,25
0,0,0,2,47,12,0,0,2400,49,9,7.75,24466,0.6615,7,7,11,1,2,24.466,NA,4
0,0,0,4,36,12,0,0,1634,45,17,14.688,24400,0.6615,12,12,7.5,1,5,24.4,NA,25
0,0,1,3,35,12,0,0,2260,38,12,10.487,24000,0.6615,7,7,9.5,1,3,24,NA,9
0,0,0,0,58,12,0,0,3478,53,12,4.0253,15500,0.7215,12,9,11,0,25,15.5,NA,625
0,0,1,3,41,14,0,0,2550,42,16,11.765,30800,0.6215,14,12,7.5,0,0,30.8,NA,0
0,0,0,1,51,10,0,0,840,52,8,9.5238,10660,0.7515,7,7,14,1,3,10.66,NA,9
0,0,0,0,47,12,0,0,1520,52,12,6.9079,13350,0.7215,7,7,11,0,10,13.35,NA,100
0,0,1,2,45,9,0,0,1920,35,9,5.151,10090,0.7515,12,3,11,0,10,10.09,NA,100
0,0,0,0,60,14,0,0,2703,55,17,20.496,55600,0.4415,16,14,14,1,7,55.6,NA,49
0,0,1,1,30,16,0,2,1896,46,16,13.555,25700,0.6615,12,12,9.5,1,5,25.7,NA,25
0,0,0,0,55,11,0,0,1960,57,13,14.796,29000,0.5815,7,3,5,1,15,29,NA,225
0,0,1,2,32,12,0,0,3060,50,8,1.6905,7286,0.7815,10,7,3,0,1,7.286,NA,1
0,0,0,2,36,12,0,0,2805,38,12,7.2296,37752,0.5215,7,7,3,0,5,37.752,NA,25
0,0,0,0,55,12,0,0,1944,53,7,4.1152,13072,0.7515,3,3,14,0,9,13.072,NA,81
0,0,0,0,47,12,0,0,1960,47,12,2.999,7044,0.7715,3,3,14,0,18,7.044,NA,324
0,0,0,1,47,12,0,0,2112,52,8,8.0492,18200,0.6915,7,7,14,1,1,18.2,NA,1
0,0,0,1,37,11,0,0,2544,39,12,8.577,27000,0.6215,12,7,3,0,0,27,NA,0
0,0,0,2,50,12,0,0,1700,53,17,9.3235,30300,0.5815,10,12,3,0,6,30.3,NA,36
0,0,0,3,30,12,0,0,2550,31,12,4.7059,12000,0.7515,3,7,14,0,1,12,NA,1
0,0,0,1,48,17,0,0,2080,45,17,9.1346,31500,0.6615,16,17,3,0,2,31.5,NA,4
0,0,0,2,43,10,0,0,2060,49,12,7.767,27092,0.7215,10,10,5,1,15,27.092,NA,225
0,0,1,0,48,11,0,0,1955,46,8,4.1269,20968,0.7515,7,7,3,0,25,20.968,NA,625
0,0,1,2,41,14,0,0,2500,44,17,10,27000,0.6615,17,7,14,1,1,27,NA,1
0,0,0,0,50,12,0,0,2750,52,10,4.0727,11225,0.7515,7,10,7.5,1,0,11.225,NA,0
0,0,0,0,58,8,0,0,2040,59,5,7.8529,37700,0.5815,3,3,7.5,0,0,37.7,NA,0
0,0,0,5,38,13,0,0,3275,43,15,7.8168,28200,0.6615,12,16,7.5,1,0,28.2,NA,0
0,0,0,1,37,12,0,0,2400,39,12,9.1667,34000,0.6615,7,12,5,0,8,34,NA,64
0,0,0,0,50,16,0,0,2024,51,17,29.644,63200,0.4415,12,7,9.5,1,22,63.2,NA,484
0,0,0,4,42,8,0,0,1840,44,6,4.0761,7500,0.7915,3,3,7.5,1,5,7.5,NA,25
0,0,1,3,37,9,0,0,2033,37,17,8.362,17410,0.7215,10,10,9.5,1,10,17.41,NA,100
0,0,0,2,41,16,0,0,1946,40,17,12.062,51000,0.4415,16,17,9,1,1,51,NA,1
0,0,0,2,31,12,0,0,3660,31,12,2.3251,12916,0.7515,10,7,3,0,1,12.916,NA,1
0,0,0,0,51,12,0,0,2088,55,11,10.01,21900,0.6615,7,7,5,1,6,21.9,NA,36
0,0,1,2,36,12,0,0,2048,41,12,5.2734,17640,0.7515,7,7,5,0,4,17.64,NA,16
0,0,0,0,54,15,0,0,1920,52,15,10.417,20000,0.6915,14,16,14,0,6,20,NA,36
0,0,0,0,49,12,0,0,2000,54,12,7.5,15000,0.7215,7,7,14,1,0,15,NA,0
0,0,1,1,48,9,0,0,2204,47,8,6.3521,14060,0.7215,10,12,5,0,1,14.06,NA,1
0,0,0,2,42,9,0,0,3157,45,10,3.8071,15825,0.7215,7,14,9.5,0,3,15.825,NA,9
0,0,1,2,41,12,0,0,1665,44,14,9.9099,16510,0.7215,3,16,9.5,1,15,16.51,NA,225
0,0,0,0,55,16,0,0,2304,56,11,2.6701,13000,0.7215,12,12,7.5,0,33,13,NA,1089
0,0,0,0,42,9,0,0,2275,46,8,4.3956,10000,0.7515,7,7,5,1,2,10,NA,4
0,0,0,1,32,15,0,0,2760,33,17,7.971,22000,0.6615,12,12,7.5,1,1,22,NA,1
0,0,0,2,43,12,0,0,1750,44,14,15.429,29800,0.5815,7,7,7.5,1,10,29.8,NA,100
0,0,1,3,33,12,0,0,3366,37,13,1.9854,15000,0.7215,7,7,5,1,0,15,NA,0
0,0,0,1,48,15,0,0,2205,51,16,7.2562,22300,0.7215,10,14,9.5,1,14,22.3,NA,196
0,0,0,2,43,12,0,0,1990,48,9,7.0352,14550,0.7215,3,16,7.5,1,15,14.55,NA,225
0,0,1,3,47,17,0,0,1930,57,16,8.1347,19730,0.6915,14,12,7.5,1,15,19.73,NA,225
0,0,0,0,54,12,0,0,1350,60,12,11.981,35000,0.5515,12,12,7.5,1,10,35,NA,100
0,0,0,1,51,12,0,0,3340,52,12,5.9922,21014,0.6615,7,3,7.5,1,6,21.014,NA,36
0,0,0,1,51,10,0,0,960,57,10,4.1458,10876,0.7515,14,7,7.5,0,18,10.876,NA,324
0,0,1,1,43,13,0,0,2732,42,13,8.5102,27850,0.6215,12,10,7.5,0,15,27.85,NA,225
0,0,0,0,53,12,0,0,1624,59,8,2.9631,9560,0.7515,0,3,3,0,30,9.56,NA,900
0,0,1,1,34,11,0,0,1804,36,12,8.8149,30300,0.6215,7,7,7.5,0,15,30.3,NA,225
0,0,1,1,31,8,0,0,2805,31,10,2.4955,7720,0.7815,7,7,7.5,0,10,7.72,NA,100
0,0,0,0,56,12,0,0,2160,59,8,4.8843,10550,0.7515,10,7,7.5,1,0,10.55,NA,0
0,0,0,1,42,16,0,0,2052,55,15,10.2,24106,0.6615,12,7,9.5,1,0,24.106,NA,0
0,0,0,2,32,12,0,0,2250,35,16,10,22995,0.6615,12,14,9.5,1,4,22.995,NA,16
0,0,1,3,35,12,0,0,1120,37,12,5.3571,6000,0.8015,12,12,9.5,1,0,6,NA,0
0,0,1,1,30,12,0,0,2450,36,14,9.7959,24350,0.6615,14,14,9.5,1,3,24.35,NA,9
0,0,0,0,51,10,0,0,3432,50,11,1.3741,7608,0.7715,7,7,7.5,0,20,7.608,NA,400
0,0,0,3,47,12,0,0,2700,48,12,3.463,28200,0.7215,7,7,3,0,3,28.2,NA,9
0,0,0,1,54,12,0,0,2817,55,13,5.0408,16150,0.7215,3,7,3,0,1,16.15,NA,1
0,0,3,0,31,15,0,0,3000,34,17,16.667,51200,0.4415,7,10,7.5,1,5,51.2,NA,25
0,0,0,0,47,10,0,0,2125,45,11,4.3294,12646,0.7515,7,7,5,1,7,12.646,NA,49
0,0,0,3,47,14,0,0,1864,42,16,10.193,19000,0.6915,7,7,11,1,6,19,NA,36
0,0,0,3,40,12,0,0,2400,39,12,7.5833,19000,0.7215,7,7,7.5,1,2,19,NA,4
0,0,0,0,48,8,0,0,2160,50,7,4.1204,14400,0.7515,3,3,7.5,0,0,14.4,NA,0
0,0,0,7,34,8,0,0,1040,51,7,4.8077,7232,0.9415,3,7,11,1,10,7.232,NA,100
0,0,0,3,38,12,0,0,2450,42,16,3.1531,21943,0.7515,7,10,9.5,1,6,21.943,NA,36
0,0,1,3,32,12,0,0,2500,34,16,19,47500,0.4615,7,10,7.5,1,4,47.5,NA,16
0,0,0,1,48,16,0,0,2131,45,17,6.0535,28900,0.6215,12,7,7.5,1,8,28.9,NA,64
0,0,0,2,41,12,0,0,2165,46,7,3.7875,12400,0.7715,7,7,7.5,0,18,12.4,NA,324
0,0,0,2,49,5,0,0,2230,43,3,2.9287,6531,0.7815,0,0,7.5,0,7,6.531,NA,49
0,0,0,0,59,8,0,0,1995,55,12,9.2972,22422,0.6915,3,7,11,1,15,22.422,NA,225
0,0,0,0,58,13,0,0,2025,57,16,9.3827,22200,0.6615,7,7,11,1,7,22.2,NA,49
0,0,0,3,41,12,0,0,2450,48,15,26.531,77000,0.4415,7,14,14,1,8,77,NA,64
0,0,0,2,45,12,0,0,2160,45,12,40.509,88000,0.4415,10,10,14,1,8,88,NA,64
0,0,1,1,30,14,0,0,1715,32,17,15.16,26040,0.6215,12,10,11,0,3,26.04,NA,9
0,0,0,1,41,12,0,0,3018,42,16,18.964,63500,0.4415,7,7,7.5,1,10,63.5,NA,100
0,0,2,0,30,12,0,0,2216,33,16,5.4152,12100,0.7515,10,10,7.5,0,9,12.1,NA,81
0,0,0,1,53,12,0,0,2499,54,12,1.9988,17505,0.7515,12,7,7.5,1,24,17.505,NA,576
0,0,0,0,31,12,0,0,2250,37,14,8,18000,0.6915,10,7,7.5,0,12,18,NA,144
0,0,0,2,43,14,0,0,2116,44,17,11.153,28069,0.6615,12,12,11,1,2,28.069,NA,4
0,0,1,1,31,12,0,0,2016,30,14,5.9524,14000,0.7515,12,14,14,1,6,14,NA,36
0,0,0,0,51,12,0,0,2470,60,10,2.1194,8117,0.7515,10,3,7.5,1,18,8.117,NA,324
0,0,0,0,43,9,0,0,1640,45,12,3.8384,11895,0.7715,7,7,5,1,17,11.895,NA,289
0,0,1,2,31,14,0,0,2016,34,16,17.361,45250,0.4915,16,16,5,1,7,45.25,NA,49
0,0,0,0,48,11,0,0,2185,48,12,8.0092,31106,0.6915,7,10,9.5,1,6,31.106,NA,36
0,0,1,1,31,12,0,0,800,33,14,3,4000,0.8015,12,7,9.5,1,10,4,NA,100
0,0,0,1,44,12,0,0,3022,46,12,10.589,40500,0.5815,7,7,7.5,1,5,40.5,NA,25
0,0,0,1,48,11,0,0,1512,50,14,10.913,21620,0.7215,10,7,7.5,1,7,21.62,NA,49
0,0,0,1,53,12,0,0,2677,53,12,5.6033,23426,0.7215,0,0,7.5,1,11,23.426,NA,121
0,0,0,3,42,10,0,2.75,3150,44,12,7.9365,26000,0.6615,3,3,11,1,14,26,NA,196
0,0,2,6,39,12,0,0,1430,34,12,2.9476,7840,0.9415,7,0,9.5,1,5,7.84,NA,25
0,0,1,2,32,10,0,0,3307,36,4,2.0562,6800,0.7915,7,3,7.5,0,2,6.8,NA,4
0,0,0,2,36,12,0,0,3120,39,12,1.3013,5330,0.7915,7,12,14,0,4,5.33,NA,16
0,0,0,2,40,13,0,0,3020,43,16,9.2715,28200,0.6215,10,10,9.5,1,5,28.2,NA,25
0,0,2,3,31,12,0,0,2056,33,12,4.8638,10000,0.7715,12,12,7.5,0,14,10,NA,196
0,0,0,0,43,12,0,0,2383,43,12,1.0898,9952,0.7515,10,3,7.5,0,4,9.952,NA,16
0,0,0,0,60,12,0,0,1705,55,8,12.44,24984,0.6215,12,12,14,1,15,24.984,NA,225
0,0,0,3,39,9,0,0,3120,48,12,6.0897,28363,0.6915,7,7,11,1,12,28.363,NA,144
